ao_type,title,description,cluster
supplies,"Fourniture et livraison de produits laitiers frais, charcuteries, fruits et légumes frais en circuit court destinés à la collation des donneurs de l'EFS OCPM concernant le département des Hautes-Pyrénées, du Gers, de l'Haute-Garonne.","Fourniture et livraison de produits laitiers frais, charcuteries, fruits et légumes frais en circuit court destinés à la collation des donneurs de l'EFS OCPM concernant le département des Hautes-Pyrénées, du Gers, de l'Haute-Garonne.",6
supplies,Enfance,Le marché est conclu sans minimum et avec un maximum sur la durée du marché de 2 500 000 repas/goûters pour le lot 1.,2
supplies,Petite enfance,Le marché est conclu sans minimum et avec un maximum sur la durée du marché de 260 000 déjeuners/goûters/soupers pour le lot 2.,2
works,Menuiseries intérieures et agencement,Menuiseries intérieures et agencement,6
works,Electricité - courants forts - courants faibles,Electricité - courants forts - courants faibles,6
works,Toiture - terrasse - étanchéité,Toiture - terrasse - étanchéité,0
works,Gros-oeuvre - maçonnerie - démolition,Gros-oeuvre - maçonnerie - démolition,6
works,Cloisons - plâtrerie - faux plafond - peinture,Cloisons - plâtrerie - faux plafond - peinture,0
works,Menuiseries extérieures et fermetures,Menuiseries extérieures et fermetures,6
supplies,LOT 2 : Acquisition de composants et de fonctions en radiofréquence (RF) pour la mesure de signaux haute fréquence et accessoires,Le besoin principal est défini en annexe 1 à l'Acte d'Engagement (AE),6
supplies,"LOT 1 : Livraison, installation et mise en ordre de marche d'une plateforme d'analyse de réseau évolutive et prestations associées.",Le besoin principal est défini en annexe 1 à l'Acte d'Engagement (AE),6
supplies,"Fourniture de véhicules de fonction d'occasion : SUV Compact, segment C, essence","Fourniture de véhicules de fonction d'occasion : SUV Compact, segment C, essence",6
supplies,"Fourniture de véhicules de fonction d'occasion : berline compacte, segment C, hybride","Fourniture de véhicules de fonction d'occasion : berline compacte, segment C, hybride",6
supplies,"Fourniture de véhicules d'occasion : utilitaire léger, essence","Fourniture de véhicules d'occasion : utilitaire léger, essence",6
supplies,Démantèlement (démontage et enlèvement) des cabines de peinture existantes et de laboratoires de préparation au profit du maintien en condition opérationnelle des matériels terrestres (MCO-T),"Tous les composants de l'équipement actuel doivent être démontés et enlevés par le titulaire, ainsi que tous les déchets générés par cette opération de démantèlement. Les prestations de démantèlement comprennent : - le démontage, enlèvement des cabines de peinture existantes et de laboratoires de préparation ; - l'évacuation des déchets dans le respect des directives relatives à la protection de l'environnement. Les cabines de peinture et les laboratoires de préparation sont situés sur différents sites en France. La présence éventuelle d'amiante dans ces équipements n'est pas connue et devra être prise en compte par le soumissionnaire dans ses offres pour les marchés subséquents avec le personnel en charge du dossier du site.",1
supplies,Renouvellement du parc des cabines de peinture et des laboratoires de préparation au profit du maintien en condition opérationnelle des matériels terrestres (MCO-T),Démantèlement (démontage et enlèvement) des cabines de peinture existantes et de laboratoires de préparation au profit du maintien en condition opérationnelle des matériels terrestres (MCO-T) Acquisition et installation de cabines de peinture et de laboratoires de préparation au profit du maintien en condition opérationnelle des matériels terrestres (MCO-T),5
supplies,Acquisition et installation de cabines de peinture et de laboratoires de préparation au profit du maintien en condition opérationnelle des matériels terrestres (MCO-T),Les cabines de peinture seront à installer sur différents sites en France (y compris la Corse). Il s'agit d'emprises militaires. Des contrôles de sécurité du personnel amené à intervenir sur site sont nécessaires.,5
services,"Prestations d'assistance à maîtrise d'ouvrage relatives à la réalisation des travaux de rénovation de stations de métro de la RTM, à Marseille","Prestations d'assistance à maîtrise d'ouvrage relatives à la réalisation des travaux de rénovation de stations de métro de la RTM, à Marseille",5
services,"Conception, création graphique, mise en page de supports imprimés et numériques et prestations de rédaction",La nature et l'étendue des besoins ainsi que les spécifications techniques attendues sont détaillées dans le Cahier des Clauses Techniques Particulières (CCTP).,1
services,Relations presse,La nature et l'étendue des besoins ainsi que les spécifications techniques attendues sont détaillées dans le Cahier des Clauses Techniques Particulières (CCTP).,1
services,Prestations et supports web,La nature et l'étendue des besoins ainsi que les spécifications techniques attendues sont détaillées dans le Cahier des Clauses Techniques Particulières (CCTP).,1
services,Prestations le nettoyage et d'entretien des bâtiments communaux de la ville de Sèvres,Prestations le nettoyage et d'entretien des bâtiments communaux de la ville de Sèvres,5
supplies,Acquisitions et de livraisons de véhicules électriques,"Acquisition et livraison de véhicule à motorisation électrique de segment B2 ""Citadine"" et C ""Compact"" Engagement minimum de commandes : 5 véhicules de segment B 3 véhicules de segment C Engagement maximum : 500 000 €HT sur la durée du marché. Voir DCE - Le DCE peut etre librement téléchargé à l'adresse suivante : https://www.marches-securises.fr",2
services,Lot 1- Groupes SAPINS 1 et 2 (ISIGNY/JUMIEGES/MARCEAU) - 188 logements (NORWICH/ PLANTE/ RAVEL/ SERPOLLET) - 142 logements à ROUEN (76000),Lot 1- Groupes SAPINS 1 et 2 (ISIGNY/JUMIEGES/MARCEAU) - 188 logements (NORWICH/ PLANTE/ RAVEL/ SERPOLLET) - 142 logements à ROUEN (76000),4
services,Lot 2- CHATELET 6 - 90 logements à ROUEN (76000),Lot 2- CHATELET 6 - 90 logements à ROUEN (76000),4
services,Marché de Coordination Sécurité Protection de la Santé Catégorie 1 sur le périmètre du projet de doublement de l'écluse des Fontinettes,Marché de Coordination Sécurité Protection de la Santé Catégorie 1 sur le périmètre du projet de doublement de l'écluse des Fontinettes,5
supplies,Fourniture de colonnes de tri métalliques aériennes pour la collecte du verre et du papier,La présente consultation a pour objet la fourniture de colonnes de tri métalliques aériennes afin d'assurer la collecte des emballages en verre et du papier sur le territoire de Mauges Communauté.,6
supplies,Quincaillerie serrurerie,Fournitures quincaillerie serrurerie,6
supplies,Qunicaillerie consommables,Fournitures quincaillerie serrurerie,6
services,Fourniture et livraison de repas en liaison froide pour les écoles et les centres de loisirs,"La restauration scolaire destinée aux enfants et adultes (encadrants et enseignants) déjeunant dans les écoles maternelles et élémentaires de la commune, - La restauration extra-scolaire destinée aux enfants et adultes encadrants des accueils de loisirs de la commune",1
services,Fourniture et livraison de repas en liaison froide pour la crèche municipale « Les Lucioles »,La restauration destinée aux enfants de la crèche municipale « Les Lucioles » de la ville de Sassenage,5
services,Systèmes d’information de la CCPA et des communes membres,Systèmes d’information de la CCPA et des communes membres,1
services,Etablissements scolaires des communes de la CCPA,Etablissements scolaires des communes de la CCPA,1
supplies,2025-0041 FOURNITURE DE PRODUITS D'INCONTINENCE,"L'accord-cadre sera exécuté par l'émission de bons de commande. Les prestations sont réglées par des prix unitaires. Les montants estimatifs sont indicatifs et comprennent la totalité des périodes de reconduction. Elle se base sur les dépenses de l'ensemble des membres du GCH et GHT. Le montant maximum, sur la durée totale du marché, est fixé à 9 000 000 euro(s) H.T. Les stipulations du présent Cahier des clauses particulières (CCP) concernent - L'achat de produits liés à l'incontinence adultes répondant aux besoins des établissements adhérents au Groupement des Commandes Hôtelières et du GHT des Bouches du Rhône. - La formation initiale et en cours du marché des personnels des unités de soins et notamment de référents désignés par les établissements adhérents, afin d'utiliser de manière optimale les articles fournis dans le cadre du marché, - Le suivi de l'utilisation des articles au cours de l'exécution du présent marché",2
supplies,Box vélo sécurisés et individualisés,Box vélo sécurisé et individualisé &amp;lt;br/&amp;gt;,3
supplies,Abris vélos collectifs sécurisés,Abri vélo collectif sécurisé &amp;lt;br/&amp;gt;,3
services,Lot n°1 : Formation en prévention des risques sur la santé mentale au travail,Formation en prévention des risques sur la santé mentale au travail,1
services,Lot n°2 : Formation secourisme en santé mentale,Formation secourisme en santé mentale,1
services,Lot n°3 : Prévention des risques physiques au travail,Prévention des risques physiques au travail,1
services,Lot n°4 : Formations des personnes compétentes en radio-protection,Formations des personnes compétentes en radio-protection,1
services,Dommages-Ouvrage/ CNR / CCRD,Assurances Dommages-Ouvrage + CNR + CCRD,1
services,nettoyage des locaux de l'antenne sociale de Nogent.,nettoyage des locaux de l'antenne sociale de Nogent.,6
services,nettoyage des locaux de la maison des visites de Vergy à Saint-Dizier,nettoyage des locaux de la maison des visites de Vergy à Saint-Dizier,5
services,nettoyage des locaux du pôle santé et des bureaux des syndicats,nettoyage des locaux du pôle santé et des bureaux des syndicats,1
services,nettoyage des locaux de l'antenne sociale Jean Moulin,nettoyage des locaux de l'antenne sociale Jean Moulin,6
services,nettoyage des locaux de la Maison des solidarités départementales de Chaumont à Jean Moulin (nouveaux locaux),nettoyage des locaux de la Maison des solidarités départementales de Chaumont à Jean Moulin (nouveaux locaux),6
services,remplacement du personnel du conseil départemental et prestation à la demande,remplacement du personnel du conseil départemental et prestation à la demande,1
services,Viabilité hivernale - Prestations de salage et de déneigement des voies métropolitaines - Territoire de la Métropole Européenne de Lille - Lot 1 : Circuit 1,"Pour le lot 1 (circuit 1), le marché sera conclu sous la forme d'un accord-cadre à bons de commande d'un montant minimum de 168 000 Euros HT et d'un montant maximum de 240 000 Euros HT sur la durée totale du marché de 4 ans à compter du 06 novembre 2026. En cas de notification de la solution variante, le marché sera conclu pour un montant minimum de 252 000 euros HT et un montant maximum de 360 000 euros HT, pour une durée de 6 ans à compter du 06 novembre 2026.",2
services,Viabilité hivernale - Prestations de salage et de déneigement des voies métropolitaines - Territoire de la Métropole Européenne de Lille - Lot 2 : Circuit 2,"Pour le lot 2 (circuit 2), le marché sera conclu sous la forme d'un accord-cadre à bons de commande d'un montant minimum de 204 000 Euros HT et d'un montant maximum de 292 000 Euros HT sur la durée totale du marché de 4 ans à compter du 06 novembre 2026. En cas de notification de la solution variante, le marché sera conclu pour un montant minimum de 306 000 euros HT et un montant maximum de 438 000 euros HT, pour une durée de 6 ans à compter du 06 novembre 2026.",2
services,Viabilité hivernale - Prestations de salage et de déneigement des voies métropolitaines - Territoire de la Métropole Européenne de Lille - Lot 3 : Circuit 3,"Pour le lot 3 (circuit 3), le marché sera conclu sous la forme d'un accord-cadre à bons de commande d'un montant minimum de 200 000 Euros HT et d'un montant maximum de 340 000 Euros HT sur la durée totale du marché de 4 ans à compter du 06 novembre 2026. En cas de notification de la solution variante, le marché sera conclu pour un montant minimum de 300 000 euros HT et un montant maximum de 510 000 euros HT, pour une durée de 6 ans à compter du 06 novembre 2026.",2
services,Viabilité hivernale - Prestations de salage et de déneigement des voies métropolitaines - Territoire de la Métropole Européenne de Lille - Lot 4 : Circuit 4,"Pour le lot 4 (circuit 4), le marché sera conclu sous la forme d'un accord-cadre à bons de commande d'un montant minimum de 132 000 Euros HT et d'un montant maximum de 248 000 Euros HT sur la durée totale du marché de 4 ans à compter du 06 novembre 2026. En cas de notification de la solution variante, le marché sera conclu pour un montant minimum de 198 000 euros HT et un montant maximum de 372 000 euros HT, pour une durée de 6 ans à compter du 06 novembre 2026.",2
services,Viabilité hivernale - Prestations de salage et de déneigement des voies métropolitaines - Territoire de la Métropole Européenne de Lille - Lot 5 : Circuit 5,"Pour le lot 5 (circuit 5), le marché sera conclu sous la forme d'un accord-cadre à bons de commande d'un montant minimum de 132 000 Euros HT et d'un montant maximum de 248 000 Euros HT sur la durée totale du marché de 4 ans à compter du 06 novembre 2026. En cas de notification de la solution variante, le marché sera conclu pour un montant minimum de 198 000 euros HT et un montant maximum de 372 000 euros HT, pour une durée de 6 ans à compter du 06 novembre 2026.",2
services,Viabilité hivernale - Prestations de salage et de déneigement des voies métropolitaines - Territoire de la Métropole Européenne de Lille - Lot 6 : Circuit 6,"Pour le lot 6 (circuit 6), le marché sera conclu sous la forme d'un accord-cadre à bons de commande d'un montant minimum de 132 000 Euros HT et d'un montant maximum de 248 000 Euros HT sur la durée totale du marché de 4 ans à compter du 06 novembre 2026. En cas de notification de la solution variante, le marché sera conclu pour un montant minimum de 198 000 euros HT et un montant maximum de 372 000 euros HT, pour une durée de 6 ans à compter du 06 novembre 2026.",2
services,Viabilité hivernale - Prestations de salage et de déneigement des voies métropolitaines - Territoire de la Métropole Européenne de Lille - Lot 7 : Circuit 7,"Pour le lot 7 (circuit 7), le marché sera conclu sous la forme d'un accord-cadre à bons de commande d'un montant minimum de 164 000 Euros HT et d'un montant maximum de 264 000 Euros HT sur la durée totale du marché de 4 ans à compter du 06 novembre 2026. En cas de notification de la solution variante, le marché sera conclu pour un montant minimum de 246 000 euros HT et un montant maximum de 396 000 euros HT, pour une durée de 6 ans à compter du 06 novembre 2026.",2
services,Viabilité hivernale - Prestations de salage et de déneigement des voies métropolitaines - Territoire de la Métropole Européenne de Lille - Lot 8 : Circuit 8,"Pour le lot 8 (circuit 8), le marché sera conclu sous la forme d'un accord-cadre à bons de commande d'un montant minimum de 164 000 Euros HT et d'un montant maximum de 264 000 Euros HT sur la durée totale du marché de 4 ans à compter du 06 novembre 2026. En cas de notification de la solution variante, le marché sera conclu pour un montant minimum de 246 000 euros HT et un montant maximum de 396 000 euros HT, pour une durée de 6 ans à compter du 06 novembre 2026.",2
services,Viabilité hivernale - Prestations de salage et de déneigement des voies métropolitaines - Territoire de la Métropole Européenne de Lille - Lot 9 : Circuit 9,"Pour le lot 9 (circuit 9), le marché sera conclu sous la forme d'un accord-cadre à bons de commande d'un montant minimum de 140 000 Euros HT et d'un montant maximum de 256 000 Euros HT sur la durée totale du marché de 4 ans à compter du 06 novembre 2026. En cas de notification de la solution variante, le marché sera conclu pour un montant minimum de 210 000 euros HT et un montant maximum de 384 000 euros HT, pour une durée de 6 ans à compter du 06 novembre 2026.",2
services,Viabilité hivernale - Prestations de salage et de déneigement des voies métropolitaines - Territoire de la Métropole Européenne de Lille - Lot 10 : Circuit 10,"Pour le lot 10 (circuit 10), le marché sera conclu sous la forme d'un accord-cadre à bons de commande d'un montant minimum de 108 000 Euros HT et d'un montant maximum de 252 000 Euros HT sur la durée totale du marché de 4 ans à compter du 06 novembre 2026. En cas de notification de la solution variante, le marché sera conclu pour un montant minimum de 162 000 euros HT et un montant maximum de 378 000 euros HT, pour une durée de 6 ans à compter du 06 novembre 2026.",2
services,Viabilité hivernale - Prestations de salage et de déneigement des voies métropolitaines - Territoire de la Métropole Européenne de Lille - Lot 11 : Circuit 11,"Pour le lot 11 (circuit 11), le marché sera conclu sous la forme d'un accord-cadre à bons de commande d'un montant minimum de 152 000 Euros HT et d'un montant maximum de 224 000 Euros HT sur la durée totale du marché de 4 ans à compter du 06 novembre 2026. En cas de notification de la solution variante, le marché sera conclu pour un montant minimum de 228 000 euros HT et un montant maximum de 336 000 euros HT, pour une durée de 6 ans à compter du 06 novembre 2026.",2
services,Viabilité hivernale - Prestations de salage et de déneigement des voies métropolitaines - Territoire de la Métropole Européenne de Lille - Lot 12 : Circuit 12,"Pour le lot 12 (circuit 12), le marché sera conclu sous la forme d'un accord-cadre à bons de commande d'un montant minimum de 152 000 Euros HT et d'un montant maximum de 252 000 Euros HT sur la durée totale du marché de 4 ans à compter du 06 novembre 2026. En cas de notification de la solution variante, le marché sera conclu pour un montant minimum de 228 000 euros HT et un montant maximum de 378 000 euros HT, pour une durée de 6 ans à compter du 06 novembre 2026.",2
services,Viabilité hivernale - Prestations de salage et de déneigement des voies métropolitaines - Territoire de la Métropole Européenne de Lille - Lot 13 : Circuit 13,"Pour le lot 13 (circuit 13), le marché sera conclu sous la forme d'un accord-cadre à bons de commande d'un montant minimum de 116 000 Euros HT et d'un montant maximum de 212 000 Euros HT sur la durée totale du marché de 4 ans à compter du 06 novembre 2026. En cas de notification de la solution variante, le marché sera conclu pour un montant minimum de 174 000 euros HT et un montant maximum de 318 000 euros HT, pour une durée de 6 ans à compter du 06 novembre 2026.",2
services,Viabilité hivernale - Prestations de salage et de déneigement des voies métropolitaines - Territoire de la Métropole Européenne de Lille - Lot 14 : Circuit 14,"Pour le lot 14 (circuit 14), le marché sera conclu sous la forme d'un accord-cadre à bons de commande d'un montant minimum de 112 000 Euros HT et d'un montant maximum de 284 000 Euros HT sur la durée totale du marché de 4 ans à compter du 06 novembre 2026. En cas de notification de la solution variante, le marché sera conclu pour un montant minimum de 168 000 euros HT et un montant maximum de 426 000 euros HT, pour une durée de 6 ans à compter du 06 novembre 2026.",2
services,Viabilité hivernale - Prestations de salage et de déneigement des voies métropolitaines - Territoire de la Métropole Européenne de Lille - Lot 15 : Circuit 15,"Pour le lot 15 (circuit 15), le marché sera conclu sous la forme d'un accord-cadre à bons de commande d'un montant minimum de 120 000 Euros HT et d'un montant maximum de 208 000 Euros HT sur la durée totale du marché de 4 ans à compter du 06 novembre 2026. En cas de notification de la solution variante, le marché sera conclu pour un montant minimum de 180 000 euros HT et un montant maximum de 312 000 euros HT, pour une durée de 6 ans à compter du 06 novembre 2026.",2
services,Viabilité hivernale - Prestations de salage et de déneigement des voies métropolitaines - Territoire de la Métropole Européenne de Lille - Lot 16 : Circuit 16,"Pour le lot 16 (circuit 16), le marché sera conclu sous la forme d'un accord-cadre à bons de commande d'un montant minimum de 200 000 Euros HT et d'un montant maximum de 340 000 Euros HT sur la durée totale du marché de 4 ans à compter du 06 novembre 2026. En cas de notification de la solution variante, le marché sera conclu pour un montant minimum de 300 000 euros HT et un montant maximum de 510 000 euros HT, pour une durée de 6 ans à compter du 06 novembre 2026.",2
services,Viabilité hivernale - Prestations de salage et de déneigement des voies métropolitaines - Territoire de la Métropole Européenne de Lille - Lot 17 : Circuit 17,"Pour le lot 17 (circuit 17), le marché sera conclu sous la forme d'un accord-cadre à bons de commande d'un montant minimum de 152 000 Euros HT et d'un montant maximum de 252 000 Euros HT sur la durée totale du marché de 4 ans à compter du 06 novembre 2026. En cas de notification de la solution variante, le marché sera conclu pour un montant minimum de 228 000 euros HT et un montant maximum de 378 000 euros HT, pour une durée de 6 ans à compter du 06 novembre 2026.",2
services,Viabilité hivernale - Prestations de salage et de déneigement des voies métropolitaines - Territoire de la Métropole Européenne de Lille - Lot 18 : Circuit 18,"Pour le lot 18 (circuit 18), le marché sera conclu sous la forme d'un accord-cadre à bons de commande d'un montant minimum de 112 000 Euros HT et d'un montant maximum de 184 000 Euros HT sur la durée totale du marché de 4 ans à compter du 06 novembre 2026. En cas de notification de la solution variante, le marché sera conclu pour un montant minimum de 168 000 euros HT et un montant maximum de 276 000 euros HT, pour une durée de 6 ans à compter du 06 novembre 2026.",2
services,Viabilité hivernale - Prestations de salage et de déneigement des voies métropolitaines - Territoire de la Métropole Européenne de Lille - Lot 19 : Circuit 19,"Pour le lot 19 (circuit 19), le marché sera conclu sous la forme d'un accord-cadre à bons de commande d'un montant minimum de 120 000 Euros HT et d'un montant maximum de 220 000 Euros HT sur la durée totale du marché de 4 ans à compter du 06 novembre 2026. En cas de notification de la solution variante, le marché sera conclu pour un montant minimum de 180 000 euros HT et un montant maximum de 330 000 euros HT, pour une durée de 6 ans à compter du 06 novembre 2026.",2
services,Viabilité hivernale - Prestations de salage et de déneigement des voies métropolitaines - Territoire de la Métropole Européenne de Lille - Lot 20 : Circuit 20,"Pour le lot 20 (circuit 20), le marché sera conclu sous la forme d'un accord-cadre à bons de commande d'un montant minimum de 120 000 Euros HT et d'un montant maximum de 216 000 Euros HT sur la durée totale du marché de 4 ans à compter du 06 novembre 2026. En cas de notification de la solution variante, le marché sera conclu pour un montant minimum de 180 000 euros HT et un montant maximum de 324 000 euros HT, pour une durée de 6 ans à compter du 06 novembre 2026.",2
services,Viabilité hivernale - Prestations de salage et de déneigement des voies métropolitaines - Territoire de la Métropole Européenne de Lille - Lot 21 : Circuit 21,"Pour le lot 21 (circuit 21), le marché sera conclu sous la forme d'un accord-cadre à bons de commande d'un montant minimum de 200 000 Euros HT et d'un montant maximum de 340 000 Euros HT sur la durée totale du marché de 4 ans à compter du 06 novembre 2026. En cas de notification de la solution variante, le marché sera conclu pour un montant minimum de 300 000 euros HT et un montant maximum de 510 000 euros HT, pour une durée de 6 ans à compter du 06 novembre 2026.",2
services,Viabilité hivernale - Prestations de salage et de déneigement des voies métropolitaines - Territoire de la Métropole Européenne de Lille - Lot 22 : Circuit 22,"Pour le lot 22 (circuit 22), le marché sera conclu sous la forme d'un accord-cadre à bons de commande d'un montant minimum de 132 000 Euros HT et d'un montant maximum de 224 000 Euros HT sur la durée totale du marché de 4 ans à compter du 06 novembre 2026. En cas de notification de la solution variante, le marché sera conclu pour un montant minimum de 198 000 euros HT et un montant maximum de 336 000 euros HT, pour une durée de 6 ans à compter du 06 novembre 2026.",2
services,Marché de maîtrise d'oeuvre en vue de la Réhabilitation et l'extension du bâtiment pépinière Cleantech du Technopole de l'Arbois à Aix en Provence,Mission complète de maitrise d'oeuvre et missions complémentaires,6
services,Assistance à Maîtrise d'Oeuvre Applications Métiers et Développements,Assistance à Maîtrise d'Oeuvre Applications Métiers et Développements,1
services,Assistance à Maîtrise d'Oeuvre Système d'Information Géographique,Assistance à Maîtrise d'Oeuvre Système d'Information Géographique,6
services,"Assistance à Maîtrise d'Oeuvre Infrastructures Réseaux, Téléphonie, Système","Assistance à Maîtrise d'Oeuvre Infrastructures Réseaux, Téléphonie, Système",5
services,"Entretien, maintenance et dépannage des portes de remises, portails, portillons, barrières levantes et portes automatiques coulissantes ainsi que fourniture et installation complète ou partielle de ces mêmes installations (hors portails) sur les différents sites du Service départemental d'incendie et de secours des Yvelines (SDIS 78)","Les prestations attendues par cette consultation concernent l'entretien et la maintenance des équipements suivants : portes sectionnelles ; rideaux souples ; portes accordéons ; rideaux métalliques ; portails coulissants ; portails 2 vantaux ; barrières levantes ; porte piétonne automatique ; portillons. La fourniture d'équipements et leur installation prévues dans le présent marché concerne l'ensemble des équipements listés ci-dessus à l'exception des portails. Il s'agit d'un accord-cadre &amp;quot;composite&amp;quot;, car une partie fixe et une partie à bons de commande avec un montant minimum annuel lié à l'entretien préventif, et un montant maximum annuel de 500 000 euro(s) HT",2
supplies,24-008 Matériels de blanchisserie,24-008 Matériels de blanchisserie,4
supplies,"LIVRES ADULTES : fictions et documentaires (dont textes lus, livres sonores, textes enregistrés)","LIVRES ADULTES : fictions et documentaires (dont textes lus, livres sonores, textes enregistrés) Montant HT minimum du lot pour la durée totale du contrat : 45 000,00 Euro(s) H.T",6
supplies,"LIVRES JEUNESSE : fictions et documentaires (dont textes lus, livres sonores, textes enregistrés, audio-livres)","LIVRES JEUNESSE : fictions et documentaires (dont textes lus, livres sonores, textes enregistrés, audio-livres) Montant HT minimum du lot pour la durée totale du contrat : 45 000,00 Euro(s) H.T",6
supplies,BANDES DESSINEES ADULTES ET JEUNESSE (dont mangas et comics),"BANDES DESSINEES ADULTES ET JEUNESSE (dont mangas et comics) Montant HT minimum du lot pour la durée totale du contrat : 45 000,00 Euro(s) H.T",2
supplies,LOT DVD,"DVD Montant HT minimum du lot pour la durée totale du contrat : 5 000,00 Euro(s) H.T",2
services,"Missions de réalisation de diagnostics techniques dans le cadre de cession, d'acquisition, de gestion de biens ou dans la réalisation de travaux de réhabilitation, de déconstruction","Missions de réalisation de diagnostics techniques dans le cadre de cession, d'acquisition, de gestion de biens ou dans la réalisation de travaux de réhabilitation, de déconstruction",1
services,"Missions de réalisation de diagnostics Produits, Equipements, Matériaux, Déchets (PEMD)","Missions de réalisation de diagnostics Produits, Equipements, Matériaux, Déchets (PEMD)",5
supplies,"Fourniture de panneaux de police, de panneaux de jalonnement et de matériel de signalisation",Accord-cadre à bons de commande,2
services,Réalisation d'une étude d'efficacité anticancéreuse de nouveaux composés sur la progression tumorale mammaire et colique in vivo par imagerie,Réalisation d'une étude d'efficacité anticancéreuse de nouveaux composés sur la progression tumorale mammaire et colique in vivo par imagerie,0
works,TRAVAUX D'AMÉLIORATIONS FONCTIONNELLES ET D'ACCESSIBILITÉ DU COLLÈGE PAUL CÉZANNE À BRIGNOLES - LOT 1 - BÂTIMENTS MODULAIRES,"La présente consultation concerne les travaux d'améliorations fonctionnelles et d'accessibilité du collège Paul CEZANNE à BRIGNOLES - lot 1 Bâtiments modulaires. Les travaux sont organisés en site occupé, selon le phasage défini par la maîtrise d'oeuvre. Le phasage des travaux devra viser à minimiser les impacts sur les occupants et garantir une continuité de service. Certains travaux seront priorisés durant les vacances scolaires, avec une remise en service indispensable pour la rentrée scolaire de septembre. Se reporter au planning de Phasage pour plus de détails. A titre indicatif, on peut prévoir que les travaux commenceront vers le : début Juin 2025 et pour les lots de travaux de l'opération début Juillet 2025. Le financement de la prestation est assuré par le budget départemental. La consultation est lancée suivant la procédure adaptée visée aux articles R. 2123-1.1 ° alinéa 2, art. R. 2123-4 et R. 2123-5 du CCP. Le marché sera conclu sous la forme d'un marché global et forfaitaire",1
services,24V0258PA-AC-ORGANISATION DE SEJOURS EDUCATIFS - CLASSES DE DECOUVERTES ANNEES 2025-2029.,"La ville de Toulouse, engagée depuis de nombreuses années dans une politique éducative volontariste, souhaite, en complémentarité avec les apprentissages scolaires, accompagner les élèves des écoles publiques toulousaines dans la construction de leur parcours. Les séjours seront articulés avec les projets des enseignants et de l'école ainsi que du Projet Éducatif de Territoire (PEDT) pour proposer des parcours éducatifs : les Classes de découvertes. L'accord-cadre sera exécuté par l'émission de bons de commande. Les prestations sont réglées par des prix unitaires. Montant Estimatif Annuel: 830 000 euro(s) HT Montant Maximum Annuel: 950 000 euro(s) HT Les montants sont identiques pour chaque période de reconduction",2
services,"PRESTATION DE LOCATION-MAINTENANCE DE CONTENANTS, COLLECTE,
TRI, TRAITEMENT ET VALORISATION DES DECHETS ORDURES
MENAGERES RESIDUELLES (OMR) ET RECYCLABLES SECS HORS VERRE
(RSHV)","PRESTATION DE LOCATION-MAINTENANCE DE CONTENANTS, COLLECTE, TRI, TRAITEMENT ET VALORISATION DES DECHETS ORDURES MENAGERES RESIDUELLES (OMR) ET RECYCLABLES SECS HORS VERRE (RSHV)",5
services,Concours restreint de maîtrise d'oeuvre,Concours restreint de maîtrise d'oeuvre,6
services,Lot n°1 : Prestation d'agents de sécurité,"Les prestations de sécurisation et de surveillance doivent permettre de prévenir, détecter, et réagir aux risques liés aux intrusions, effractions, actes de vandalisme, vols, incendies, ou tout autre incident mettant en péril la sécurité des biens, des usagers, et du personnel",5
services,Lot n°2 : Prestation de gardiennage statique,"La prestation de gardiennage statique a pour objectif d'assurer une présence dissuasive et de sécuriser les sites stratégiques de la Ville de Valence et de Valence Romans Agglo. Elle repose sur une surveillance continue depuis un poste fixe, sans rondes régulières, et s'articule autour de deux missions principales :1. Sécurité des lieux : - Surveillance des accès et contrôle des entrées/sorties. - Prévention des intrusions et des comportements à risque. - Signalement immédiat des incidents aux autorités compétentes. 2. Gestion des flux et des foules : - Régulation des entrées et sorties sur les sites accueillant du public. - Veille au respect des consignes et des règlements intérieurs. - Intervention en cas d'attroupement, d'incivilités ou de troubles. Ces missions concernent principalement les piscines communautaires, la patinoire, et certains bâtiments sensibles, où une présence fixe et dissuasive est essentielle pour assurer la sécurité des usagers et du personnel",5
services,Lot n°3 : Prestation de gardiennage mobile,"La prestation de gardiennage mobile a pour objectif de garantir la sécurité des sites sensibles et stratégiques gérés par la Ville de Valence et Valence Romans Agglo. Elle repose sur une présence dynamique, avec des agents effectuant des rondes régulières pour prévenir toute intrusion ou incident. Ces missions s'appliquent principalement aux aires d'accueil des gens du voyage (en période de fermeture), au parc public et aux chantiers publics, où une surveillance active et réactive est nécessaire pour assurer la protection des biens et des usagers",5
services,Convention de participation couvrant le risque « Santé »,"Le Centre de gestion de 52 procède à la présente consultation en vue de proposer aux collectivités territoriales et aux établissements publics affiliés et non affiliés et pour lui-même qui adhèrent au dispositif mis en place, une protection sociale complémentaire de leur personnel territorial sous la forme d'une convention de participation couvrant le risque « Frais de Santé ».",1
services,Fourniture et livraison de titres restaurants,La présente consultation a pour objet la fourniture et la livraison de titres restaurant (formats papier et dématérialisé) destinés aux agents de la Ville de Saint-Berthevin.,1
works,Lot n°7 Ravalement,"Le contrat porte sur le ravalement des Travaux d'agrandissement, réhabilitation et mise aux normes du groupe scolaire Parc Est (élémentaire et maternelle)",1
